id,date,time,latitude,longitude,mag,mag_category,mag_effects,place
us70007qtx,2/15/2020,11:00:06 AM,23.8442,121.5392,5.70,Moderate,Some damage to weak structures,"16km SSW of Hualian, Taiwan"
us70007trb,2/20/2020,6:57:36 PM,53.7091,160.7012,5.80,Moderate,Some damage to weak structures,"155km ENE of Petropavlovsk-Kamchatskiy, Russia"
us70007v29,2/23/2020,5:53:01 AM,38.5429,44.4465,5.80,Moderate,Some damage to weak structures,"26km ESE of Saray, Turkey"
us600085x5,2/28/2020,7:41:50 AM,-18.8916,-172.9242,5.80,Moderate,Some damage to weak structures,"114km ESE of Neiafu, Tonga"
us600084gu,2/26/2020,7:33:13 AM,-7.5625,131.1195,5.90,Moderate,Some damage to weak structures,"48km NNW of Saumlaki, Indonesia"
us70007jwn,2/6/2020,1:40:09 PM,5.469,126.494,6.00,Strong,Moderate damage in populated areas,"104km SSE of Pondaguitan, Philippines"
us70007v9g,2/23/2020,4:00:32 PM,38.4849,44.3645,6.00,Strong,Moderate damage in populated areas,"24km SE of Saray, Turkey"
us70007lik,2/8/2020,2:32:58 PM,-60.0165,-25.4811,6.10,Strong,Moderate damage in populated areas,"124km SSE of Bristol Island, South Sandwich Islands"
us70007j6z,2/5/2020,6:12:38 PM,-6.0817,113.0778,6.20,Strong,Moderate damage in populated areas,"108km NNE of Krajan Pangkah Kulon, Indonesia"
us70007lwy,2/9/2020,6:04:30 AM,-5.4509,152.0983,6.20,Strong,Moderate damage in populated areas,"122km S of Kokopo, Papua New Guinea"
us70007pa9,2/13/2020,10:33:44 AM,45.6313,148.9293,7.00,Major,Serious damage over large areas; loss of life,"93km ENE of Kuril'sk, Russia"
