id,date,time,latitude,longitude,mag,mag_category,mag_effects,place
ak0201gztvqj,2/1/2020,4:40:47 AM,65.9857,-166.3479,3.00,Minor,Felt by many people; no damage,"39km SSW of Shishmaref, Alaska"
ak0201h6bjzs,2/1/2020,3:32:42 PM,66.3274,-157.2121,3.00,Minor,Felt by many people; no damage,"66km SSW of Kobuk, Alaska"
us60007men,2/2/2020,12:15:32 AM,18.913,-67.592,3.00,Minor,Felt by many people; no damage,"69km NW of San Antonio, Puerto Rico"
us60007mgu,2/2/2020,1:37:53 AM,19.0187,-67.756,3.00,Minor,Felt by many people; no damage,"83km NE of Punta Cana, Dominican Republic"
pr2020033051,2/2/2020,1:22:01 PM,19.0781,-67.886,3.00,Minor,Felt by many people; no damage,"93km NE of Punta Cana, Dominican Republic"
ak0201m94xs7,2/4/2020,10:38:51 PM,64.6243,-138.7621,3.00,Minor,Felt by many people; no damage,"70km NNE of Dawson, Canada"
pr2020036004,2/5/2020,1:23:39 AM,17.9288,-66.8238,3.00,Minor,Felt by many people; no damage,"9km S of Indios, Puerto Rico"
us70007kia,2/6/2020,8:06:22 AM,51.8755,-177.763,3.00,Minor,Felt by many people; no damage,"26km E of Tanaga Volcano, Alaska"
us70007stq,2/6/2020,12:02:01 AM,51.4906,-178.354,3.00,Minor,Felt by many people; no damage,"46km SSW of Tanaga Volcano, Alaska"
ak0201pdimbf,2/6/2020,11:14:05 AM,51.0991,-179.8659,3.00,Minor,Felt by many people; no damage,"55km WSW of Amatignak Island, Alaska"
us70007lee,2/8/2020,5:37:37 AM,39.8651,-98.3442,3.00,Minor,Felt by many people; no damage,"14km NW of Mankato, Kansas"
us70007lta,2/8/2020,11:50:57 PM,18.0531,-66.8114,3.00,Minor,Felt by many people; no damage,"4km ENE of Yauco, Puerto Rico"
pr2020039014,2/8/2020,8:05:48 AM,17.9585,-66.9945,3.00,Minor,Felt by many people; no damage,"5km ENE of La Parguera, Puerto Rico"
us70007ul8,2/9/2020,9:31:00 AM,51.9456,179.9482,3.00,Minor,Felt by many people; no damage,"23km E of Semisopochnoi Island, Alaska"
us70007ukz,2/9/2020,4:58:00 PM,51.252,-178.3138,3.00,Minor,Felt by many people; no damage,"55km E of Amatignak Island, Alaska"
us70007mrr,2/10/2020,2:19:53 AM,56.4736,-148.9511,3.00,Minor,Felt by many people; no damage,"255km ESE of Kodiak, Alaska"
pr2020041009,2/10/2020,8:29:06 AM,17.939,-66.9916,3.00,Minor,Felt by many people; no damage,"7km SE of La Parguera, Puerto Rico"
ak0201vvl7uf,2/10/2020,4:29:19 AM,65.8312,-150.7709,3.00,Minor,Felt by many people; no damage,"92km NE of Tanana, Alaska"
ak0201z7c3hs,2/12/2020,5:42:02 AM,52.0555,179.4156,3.00,Minor,Felt by many people; no damage,"17km NW of Semisopochnoi Island, Alaska"
us70007uhx,2/13/2020,7:15:35 AM,51.1068,-175.0062,3.00,Minor,Felt by many people; no damage,"133km SSW of Atka, Alaska"
ak02022jdjep,2/14/2020,7:04:13 AM,52.8288,-163.8454,3.00,Minor,Felt by many people; no damage,"193km SE of Akutan, Alaska"
us600084zg,2/14/2020,9:27:20 PM,51.4964,-176.1994,3.00,Minor,Felt by many people; no damage,"53km SE of Adak, Alaska"
ci39074143,2/17/2020,6:32:07 AM,32.0603333,-116.359,3.00,Minor,Felt by many people; no damage,"32km NE of Ensenada, B.C., MX"
ak02029c29a3,2/18/2020,6:02:10 PM,56.1001,-149.7733,3.00,Minor,Felt by many people; no damage,"247km SE of Kodiak, Alaska"
ak020295oajg,2/18/2020,7:29:20 AM,58.4151,-151.3818,3.00,Minor,Felt by many people; no damage,"97km NE of Kodiak, Alaska"
pr2020050024,2/19/2020,4:26:32 PM,17.9166,-66.836,3.00,Minor,Felt by many people; no damage,"8km SSW of Indios, Puerto Rico"
us70007tbw,2/20/2020,12:32:30 AM,35.1869,23.8981,3.00,Minor,Felt by many people; no damage,"20km ESE of Palaiochora, Greece"
ak0202cd0zsu,2/20/2020,1:04:00 AM,59.2329,-147.6345,3.00,Minor,Felt by many people; no damage,"77km WSW of Middleton Island, Alaska"
pr2020052011,2/21/2020,6:27:39 AM,17.8798,-66.8961,3.00,Minor,Felt by many people; no damage,"13km S of Guanica, Puerto Rico"
pr2020052014,2/21/2020,7:08:10 AM,17.9526,-66.8448,3.00,Minor,Felt by many people; no damage,"2km WSW of Indios, Puerto Rico"
us70007un6,2/22/2020,4:51:53 AM,43.132,-126.3821,3.00,Minor,Felt by many people; no damage,"159km WNW of Port Orford, Oregon"
pr2020056000,2/25/2020,12:18:20 AM,17.9695,-66.8255,3.00,Minor,Felt by many people; no damage,"2km SSW of Indios, Puerto Rico"
pr2020057012,2/26/2020,7:41:33 AM,18.0021,-66.8021,3.00,Minor,Felt by many people; no damage,"2km SSW of Guayanilla, Puerto Rico"
ak0202pmqlo4,2/28/2020,3:38:56 AM,65.3126,-163.1204,3.00,Minor,Felt by many people; no damage,"142km NE of Nome, Alaska"
ak0202pyeqqo,2/28/2020,11:01:38 PM,57.2936,-154.9024,3.00,Minor,Felt by many people; no damage,"59km WSW of Larsen Bay, Alaska"
ak0202py5bpf,2/28/2020,10:57:44 PM,66.4067,-157.4879,3.00,Minor,Felt by many people; no damage,"70km S of Kobuk, Alaska"
pr2020032024,2/1/2020,1:38:02 PM,17.8823,-66.861,3.01,Minor,Felt by many people; no damage,"15km SSE of Guanica, Puerto Rico"
pr2020034013,2/3/2020,6:07:15 AM,18.0123,-66.7906,3.01,Minor,Felt by many people; no damage,"0km S of Guayanilla, Puerto Rico"
pr2020045023,2/14/2020,10:03:52 AM,17.9226,-66.8343,3.01,Minor,Felt by many people; no damage,"8km S of Indios, Puerto Rico"
pr2020055012,2/24/2020,6:50:10 AM,17.9241,-66.8841,3.01,Minor,Felt by many people; no damage,"4km SSE of Guanica, Puerto Rico"
pr2020058016,2/27/2020,9:27:53 AM,18.0055,-66.7941,3.01,Minor,Felt by many people; no damage,"4km W of Santo Domingo, Puerto Rico"
pr2020058026,2/27/2020,2:42:54 PM,17.9501,-66.8345,3.01,Minor,Felt by many people; no damage,"7km S of Indios, Puerto Rico"
pr2020060051,2/29/2020,10:57:40 PM,17.8346,-66.9118,3.01,Minor,Felt by many people; no damage,"15km S of Guanica, Puerto Rico"
pr2020032008,2/1/2020,6:30:53 AM,17.8295,-66.8571,3.02,Minor,Felt by many people; no damage,"16km SSE of Guanica, Puerto Rico"
pr2020037001,2/6/2020,3:09:12 AM,17.8545,-66.7858,3.02,Minor,Felt by many people; no damage,"15km SSE of Indios, Puerto Rico"
pr2020048014,2/17/2020,10:15:35 AM,18.0226,-66.8551,3.02,Minor,Felt by many people; no damage,"5km SE of Guanica, Puerto Rico"
pr2020058006,2/27/2020,4:52:19 AM,18.0148,-66.7955,3.02,Minor,Felt by many people; no damage,"0km SW of Guayanilla, Puerto Rico"
pr2020058023,2/27/2020,1:40:45 PM,17.9115,-66.8466,3.02,Minor,Felt by many people; no damage,"15km SSE of Guanica, Puerto Rico"
pr2020033015,2/2/2020,9:26:15 AM,17.9336,-66.9276,3.03,Minor,Felt by many people; no damage,"4km S of Guanica, Puerto Rico"
pr2020043002,2/12/2020,4:33:30 AM,17.843,-66.8433,3.03,Minor,Felt by many people; no damage,"15km SSE of Guanica, Puerto Rico"
pr2020046020,2/15/2020,11:23:53 AM,17.8856,-66.8406,3.03,Minor,Felt by many people; no damage,"11km SE of Guanica, Puerto Rico"
pr2020050005,2/19/2020,4:36:26 AM,17.9553,-66.821,3.03,Minor,Felt by many people; no damage,"0km NW of Indios, Puerto Rico"
pr2020052016,2/21/2020,9:41:59 AM,18.944,-67.7853,3.03,Minor,Felt by many people; no damage,"78km NW of San Antonio, Puerto Rico"
pr2020055019,2/24/2020,9:49:46 AM,17.871,-66.8435,3.03,Minor,Felt by many people; no damage,"12km SSE of Maria Antonia, Puerto Rico"
pr2020056031,2/25/2020,9:50:14 PM,17.8108,-66.846,3.03,Minor,Felt by many people; no damage,"18km SSE of Guanica, Puerto Rico"
uw61578142,2/27/2020,7:59:10 AM,48.052,-123.1078333,3.03,Minor,Felt by many people; no damage,"5km SW of Sequim, Washington"
pr2020033044,2/2/2020,12:40:08 PM,18.8273,-67.6671,3.04,Minor,Felt by many people; no damage,"77km NW of San Antonio, Puerto Rico"
pr2020035003,2/4/2020,1:55:48 AM,17.9013,-66.8695,3.04,Minor,Felt by many people; no damage,"8km SSE of Guanica, Puerto Rico"
pr2020036007,2/5/2020,1:37:08 AM,18.865,-67.5926,3.04,Minor,Felt by many people; no damage,"78km NW of San Antonio, Puerto Rico"
pr2020040029,2/9/2020,2:21:14 PM,17.8428,-66.8455,3.04,Minor,Felt by many people; no damage,"15km SSE of Guanica, Puerto Rico"
pr2020052012,2/21/2020,6:39:02 AM,17.9306,-66.8951,3.04,Minor,Felt by many people; no damage,"6km SSE of Guanica, Puerto Rico"
pr2020055000,2/24/2020,12:38:07 AM,17.9425,-66.9843,3.04,Minor,Felt by many people; no damage,"7km ESE of La Parguera, Puerto Rico"
pr2020058013,2/27/2020,8:47:34 AM,18.0448,-66.8003,3.04,Minor,Felt by many people; no damage,"1km ENE of Guayanilla, Puerto Rico"
pr2020033009,2/2/2020,4:52:50 AM,17.9051,-66.6201,3.05,Minor,Felt by many people; no damage,"11km S of Ponce, Puerto Rico"
pr2020033011,2/2/2020,5:04:51 AM,17.9821,-66.7708,3.05,Minor,Felt by many people; no damage,"3km S of Magas Arriba, Puerto Rico"
pr2020034026,2/3/2020,3:35:46 PM,17.895,-66.8686,3.05,Minor,Felt by many people; no damage,"15km SSE of Guanica, Puerto Rico"
pr2020043016,2/12/2020,3:47:08 PM,17.9671,-66.8766,3.05,Minor,Felt by many people; no damage,"3km SW of Indios, Puerto Rico"
pr2020044009,2/13/2020,7:26:16 AM,17.8573,-66.8593,3.05,Minor,Felt by many people; no damage,"13km SSE of Guanica, Puerto Rico"
pr2020048025,2/17/2020,3:46:43 PM,17.901,-66.9046,3.05,Minor,Felt by many people; no damage,"9km SSE of Guanica, Puerto Rico"
pr2020057016,2/26/2020,9:45:00 AM,17.93,-66.9676,3.05,Minor,Felt by many people; no damage,"7km SW of Guanica, Puerto Rico"
pr2020059036,2/28/2020,9:07:08 AM,17.8301,-66.8665,3.05,Minor,Felt by many people; no damage,"22km SSE of Guanica, Puerto Rico"
ci39087367,2/29/2020,12:35:38 PM,35.8433342,-117.6823349,3.05,Minor,Felt by many people; no damage,"23km ESE of Little Lake, CA"
pr2020032001,2/1/2020,1:35:18 AM,17.95,-66.9685,3.06,Minor,Felt by many people; no damage,"11km SSE of La Parguera, Puerto Rico"
pr2020032003,2/1/2020,3:41:38 AM,17.8538,-66.8551,3.06,Minor,Felt by many people; no damage,"15km SSE of Guanica, Puerto Rico"
pr2020033017,2/2/2020,11:41:18 AM,18.0033,-67.0556,3.06,Minor,Felt by many people; no damage,"2km NW of La Parguera, Puerto Rico"
pr2020033025,2/2/2020,12:33:02 AM,18.9781,-67.8468,3.06,Minor,Felt by many people; no damage,"76km NW of San Antonio, Puerto Rico"
pr2020034020,2/3/2020,8:27:09 AM,17.937,-66.7106,3.06,Minor,Felt by many people; no damage,"6km S of Tallaboa, Puerto Rico"
pr2020036003,2/5/2020,1:15:50 AM,17.8565,-66.8576,3.06,Minor,Felt by many people; no damage,"20km SSE of Guanica, Puerto Rico"
pr2020037016,2/6/2020,1:31:39 PM,17.8231,-66.8881,3.06,Minor,Felt by many people; no damage,"14km SSE of Guanica, Puerto Rico"
nc73336291,2/6/2020,11:05:30 AM,40.2875,-124.3615,3.06,Minor,Felt by many people; no damage,"8km WSW of Petrolia, CA"
pr2020039021,2/8/2020,9:19:30 AM,17.7626,-66.8693,3.06,Minor,Felt by many people; no damage,"23km S of Guanica, Puerto Rico"
pr2020043020,2/12/2020,4:30:09 PM,17.8996,-66.9125,3.06,Minor,Felt by many people; no damage,"13km S of Guanica, Puerto Rico"
pr2020050029,2/19/2020,6:48:12 PM,17.7976,-66.8581,3.06,Minor,Felt by many people; no damage,"25km SSE of Guanica, Puerto Rico"
pr2020054030,2/23/2020,5:53:50 PM,17.9,-66.8405,3.06,Minor,Felt by many people; no damage,"10km S of Indios, Puerto Rico"
pr2020055018,2/24/2020,9:38:45 AM,17.9295,-66.949,3.06,Minor,Felt by many people; no damage,"6km SW of Guanica, Puerto Rico"
pr2020057007,2/26/2020,3:30:31 AM,17.9211,-66.8673,3.06,Minor,Felt by many people; no damage,"6km SSE of Maria Antonia, Puerto Rico"
pr2020033029,2/2/2020,12:55:23 AM,17.9211,-66.834,3.07,Minor,Felt by many people; no damage,"15km S of Indios, Puerto Rico"
pr2020035005,2/4/2020,3:02:03 AM,17.9448,-66.8103,3.07,Minor,Felt by many people; no damage,"5km S of Indios, Puerto Rico"
pr2020036033,2/5/2020,3:02:55 PM,19.1475,-67.8888,3.07,Minor,Felt by many people; no damage,"86km NW of San Antonio, Puerto Rico"
pr2020038006,2/7/2020,8:10:57 AM,17.9181,-66.6038,3.07,Minor,Felt by many people; no damage,"9km SSE of Ponce, Puerto Rico"
pr2020042014,2/11/2020,3:43:25 PM,17.9538,-66.7218,3.07,Minor,Felt by many people; no damage,"7km S of Tallaboa, Puerto Rico"
pr2020045018,2/14/2020,10:17:00 AM,17.8935,-66.8511,3.07,Minor,Felt by many people; no damage,"10km SE of Guanica, Puerto Rico"
pr2020051006,2/20/2020,4:18:49 AM,18.0051,-66.7965,3.07,Minor,Felt by many people; no damage,"1km SSW of Guayanilla, Puerto Rico"
pr2020054011,2/23/2020,7:32:26 AM,17.8865,-66.9168,3.07,Minor,Felt by many people; no damage,"9km S of Guanica, Puerto Rico"
pr2020058003,2/27/2020,3:11:49 AM,17.998,-66.7943,3.07,Minor,Felt by many people; no damage,"1km NW of Santo Domingo, Puerto Rico"
pr2020033063,2/2/2020,5:11:29 PM,19.3166,-67.406,3.08,Minor,Felt by many people; no damage,"56km NNW of San Antonio, Puerto Rico"
pr2020035036,2/4/2020,4:52:07 PM,17.8765,-66.858,3.08,Minor,Felt by many people; no damage,"18km SSE of Guanica, Puerto Rico"
pr2020036034,2/5/2020,4:05:51 PM,17.8326,-66.8415,3.08,Minor,Felt by many people; no damage,"25km SSE of Guanica, Puerto Rico"
hv71369817,2/5/2020,6:37:29 AM,19.2255,-155.407,3.08,Minor,Felt by many people; no damage,"7km NNE of Pahala, Hawaii"
pr2020037005,2/6/2020,6:11:07 AM,17.8895,-66.8906,3.08,Minor,Felt by many people; no damage,"11km SSE of Guanica, Puerto Rico"
pr2020039023,2/8/2020,10:25:45 AM,17.7496,-66.8483,3.08,Minor,Felt by many people; no damage,"26km SSE of Guanica, Puerto Rico"
pr2020046022,2/15/2020,12:23:01 PM,17.8681,-66.8335,3.08,Minor,Felt by many people; no damage,"13km SE of Guanica, Puerto Rico"
pr2020052000,2/21/2020,12:26:18 AM,17.9338,-66.8428,3.08,Minor,Felt by many people; no damage,"6km SE of Maria Antonia, Puerto Rico"
pr2020053046,2/22/2020,10:58:43 PM,17.8996,-66.8965,3.08,Minor,Felt by many people; no damage,"9km S of Guanica, Puerto Rico"
pr2020056009,2/25/2020,9:28:32 AM,17.7913,-66.879,3.08,Minor,Felt by many people; no damage,"20km S of Guanica, Puerto Rico"
ci39083127,2/25/2020,5:19:39 PM,33.8725,-119.3596667,3.08,Minor,Felt by many people; no damage,"23km SE of Santa Cruz Is. (E end), CA"
pr2020039013,2/8/2020,7:17:40 AM,17.7563,-66.8568,3.09,Minor,Felt by many people; no damage,"30km SSE of Guanica, Puerto Rico"
pr2020041007,2/10/2020,5:36:07 AM,17.9696,-66.7535,3.09,Minor,Felt by many people; no damage,"2km E of Magas Arriba, Puerto Rico"
pr2020047034,2/16/2020,8:29:43 PM,19.0083,-67.7756,3.09,Minor,Felt by many people; no damage,"81km NW of San Antonio, Puerto Rico"
hv71389617,2/19/2020,4:09:35 AM,19.1785,-155.4858333,3.09,Minor,Felt by many people; no damage,"3km SSW of Pahala, Hawaii"
ci39079791,2/21/2020,6:39:40 PM,35.6705,-117.5298333,3.09,Minor,Felt by many people; no damage,"14km ENE of Ridgecrest, CA"
pr2020052018,2/21/2020,10:27:53 AM,17.9671,-66.73,3.09,Minor,Felt by many people; no damage,"3km SSW of Tallaboa, Puerto Rico"
pr2020055016,2/24/2020,8:38:32 AM,17.9491,-66.8355,3.09,Minor,Felt by many people; no damage,"5km SSW of Indios, Puerto Rico"
pr2020059003,2/28/2020,12:49:22 AM,17.8405,-66.8621,3.09,Minor,Felt by many people; no damage,"21km SSE of Guanica, Puerto Rico"
pr2020032016,2/1/2020,8:12:44 AM,17.906,-66.9196,3.10,Minor,Felt by many people; no damage,"7km S of Guanica, Puerto Rico"
nn00716423,2/2/2020,7:50:54 PM,37.7952,-114.3039,3.10,Minor,Felt by many people; no damage,"18km SE of Pioche, Nevada"
ak0201imjo0u,2/2/2020,3:03:18 AM,65.9956,-166.3313,3.10,Minor,Felt by many people; no damage,"31km SSW of Shishmaref, Alaska"
pr2020033020,2/2/2020,4:58:29 AM,19.0083,-67.6941,3.10,Minor,Felt by many people; no damage,"69km NW of Aguadilla, Puerto Rico"
pr2020033031,2/2/2020,9:15:54 AM,18.9005,-67.6665,3.10,Minor,Felt by many people; no damage,"77km NW of San Antonio, Puerto Rico"
pr2020035008,2/4/2020,3:50:36 AM,17.7733,-66.8843,3.10,Minor,Felt by many people; no damage,"22km S of Guanica, Puerto Rico"
ak0201m607ar,2/4/2020,5:12:54 PM,66.2139,-157.2026,3.10,Minor,Felt by many people; no damage,"75km S of Kobuk, Alaska"
ak0201nourwh,2/5/2020,9:25:11 AM,51.847,-171.3493,3.10,Minor,Felt by many people; no damage,"71km S of Amukta Island, Alaska"
ak0201r2uy9w,2/7/2020,2:17:24 PM,53.2042,-166.7773,3.10,Minor,Felt by many people; no damage,"76km SSW of Unalaska, Alaska"
ak0201uiajvy,2/9/2020,9:49:28 PM,52.5459,-170.2246,3.10,Minor,Felt by many people; no damage,"33km ESE of Yunaska Island, Alaska"
us70007mja,2/10/2020,1:52:06 PM,19.048,-64.3739,3.10,Minor,Felt by many people; no damage,"74km NNE of Road Town, British Virgin Islands"
pr2020043023,2/12/2020,11:27:08 PM,17.919,-66.9103,3.10,Minor,Felt by many people; no damage,"13km S of Guanica, Puerto Rico"
ak0201z7w1ab,2/12/2020,6:35:04 AM,62.9524,-148.1043,3.10,Minor,Felt by many people; no damage,"67km SE of Cantwell, Alaska"
us70007uhj,2/13/2020,7:38:33 AM,51.1838,-175.015,3.10,Minor,Felt by many people; no damage,"125km SSW of Atka, Alaska"
us70007uhs,2/13/2020,10:42:15 PM,51.0895,-174.9579,3.10,Minor,Felt by many people; no damage,"133km SSW of Atka, Alaska"
ak02020x30bj,2/13/2020,9:13:23 AM,54.8459,-159.1416,3.10,Minor,Felt by many people; no damage,"27km ENE of Chernabura Island, Alaska"
pr2020044013,2/13/2020,10:52:56 AM,17.8466,-66.859,3.10,Minor,Felt by many people; no damage,"8km SSE of Maria Antonia, Puerto Rico"
us600084yz,2/14/2020,2:00:50 AM,51.1289,-174.9713,3.10,Minor,Felt by many people; no damage,"130km SSW of Atka, Alaska"
us600084yx,2/14/2020,1:18:26 AM,51.1262,-175.0081,3.10,Minor,Felt by many people; no damage,"131km SSW of Atka, Alaska"
us70007r1l,2/15/2020,10:37:59 PM,31.6724,-104.3443,3.10,Minor,Felt by many people; no damage,"70km W of Mentone, Texas"
ak02027ru2nw,2/17/2020,11:58:08 PM,61.6876,-150.3452,3.10,Minor,Felt by many people; no damage,"16km WSW of Willow, Alaska"
ak02029c9cfp,2/18/2020,6:35:06 PM,54.3805,-158.3568,3.10,Minor,Felt by many people; no damage,"90km ESE of Chernabura Island, Alaska"
pr2020054034,2/23/2020,10:26:01 PM,17.8208,-66.8653,3.10,Minor,Felt by many people; no damage,"14km SSE of Guanica, Puerto Rico"
pr2020059022,2/28/2020,5:49:35 AM,17.8428,-66.8545,3.10,Minor,Felt by many people; no damage,"22km SSE of Guanica, Puerto Rico"
ak0202pwpdb4,2/28/2020,8:15:04 PM,60.9145,-150.9545,3.10,Minor,Felt by many people; no damage,"31km NNE of Nikiski, Alaska"
pr2020035026,2/4/2020,1:15:10 PM,17.9061,-66.7388,3.11,Minor,Felt by many people; no damage,"9km SSW of Tallaboa, Puerto Rico"
pr2020036000,2/5/2020,12:11:43 AM,17.8313,-66.891,3.11,Minor,Felt by many people; no damage,"24km S of Guanica, Puerto Rico"
pr2020040006,2/9/2020,4:41:56 AM,17.8431,-66.837,3.11,Minor,Felt by many people; no damage,"18km SSE of Guanica, Puerto Rico"
pr2020043012,2/12/2020,11:39:46 AM,17.9593,-66.7526,3.11,Minor,Felt by many people; no damage,"3km S of Magas Arriba, Puerto Rico"
pr2020046007,2/15/2020,5:16:34 AM,17.8498,-66.8435,3.11,Minor,Felt by many people; no damage,"15km SSE of Guanica, Puerto Rico"
pr2020050018,2/19/2020,2:13:11 PM,17.8926,-66.9215,3.11,Minor,Felt by many people; no damage,"10km S of Guanica, Puerto Rico"
pr2020050004,2/19/2020,3:53:08 AM,17.8536,-66.8698,3.11,Minor,Felt by many people; no damage,"13km SSE of Guanica, Puerto Rico"
pr2020052010,2/21/2020,6:23:35 AM,17.867,-66.9018,3.11,Minor,Felt by many people; no damage,"5km S of Guanica, Puerto Rico"
pr2020033019,2/2/2020,12:17:43 PM,17.9856,-67.064,3.12,Minor,Felt by many people; no damage,"2km W of La Parguera, Puerto Rico"
pr2020034021,2/3/2020,9:00:16 AM,17.9065,-66.7728,3.12,Minor,Felt by many people; no damage,"10km SSE of Indios, Puerto Rico"
pr2020044005,2/13/2020,3:54:19 AM,17.8448,-66.8691,3.12,Minor,Felt by many people; no damage,"21km SSE of Guanica, Puerto Rico"
pr2020052015,2/21/2020,9:13:25 AM,17.7828,-66.8788,3.12,Minor,Felt by many people; no damage,"29km S of Guanica, Puerto Rico"
pr2020052008,2/21/2020,4:54:19 AM,17.9581,-66.738,3.12,Minor,Felt by many people; no damage,"4km SSW of Tallaboa, Puerto Rico"
pr2020056005,2/25/2020,4:06:23 AM,17.8786,-66.8236,3.12,Minor,Felt by many people; no damage,"12km S of Indios, Puerto Rico"
pr2020046005,2/15/2020,4:48:37 AM,17.923,-66.6931,3.13,Minor,Felt by many people; no damage,"16km SSE of Tallaboa, Puerto Rico"
pr2020055035,2/24/2020,9:28:44 PM,17.946,-67.0366,3.13,Minor,Felt by many people; no damage,"3km SSE of La Parguera, Puerto Rico"
pr2020038017,2/7/2020,4:06:44 PM,17.9111,-67.0296,3.14,Minor,Felt by many people; no damage,"8km S of La Parguera, Puerto Rico"
pr2020040016,2/9/2020,8:23:15 AM,17.8986,-66.8371,3.14,Minor,Felt by many people; no damage,"10km S of Indios, Puerto Rico"
pr2020041012,2/10/2020,5:23:19 PM,17.982,-66.721,3.14,Minor,Felt by many people; no damage,"7km S of Tallaboa, Puerto Rico"
pr2020045004,2/14/2020,4:52:07 AM,17.9698,-66.9373,3.14,Minor,Felt by many people; no damage,"2km W of Fuig, Puerto Rico"
pr2020036005,2/5/2020,2:02:40 AM,17.976,-66.7805,3.15,Minor,Felt by many people; no damage,"1km NNW of Magas Arriba, Puerto Rico"
pr2020037024,2/6/2020,3:25:52 PM,17.9388,-66.9365,3.15,Minor,Felt by many people; no damage,"16km S of Guanica, Puerto Rico"
pr2020044006,2/13/2020,4:21:08 AM,17.896,-66.829,3.15,Minor,Felt by many people; no damage,"10km S of Indios, Puerto Rico"
ci39070271,2/13/2020,12:55:47 PM,35.8283333,-116.6003333,3.15,Minor,Felt by many people; no damage,"34km W of Tecopa, CA"
pr2020047021,2/16/2020,4:14:54 PM,17.7656,-66.8705,3.15,Minor,Felt by many people; no damage,"23km S of Guanica, Puerto Rico"
ci39075799,2/18/2020,7:04:20 PM,36.2083333,-118.128,3.15,Minor,Felt by many people; no damage,"14km SW of Olancha, CA"
pr2020053008,2/22/2020,3:12:07 AM,17.8901,-66.8185,3.15,Minor,Felt by many people; no damage,"11km S of Indios, Puerto Rico"
hv71363312,2/1/2020,10:33:37 PM,19.2226658,-155.4051666,3.16,Minor,Felt by many people; no damage,"6km ENE of Pahala, Hawaii"
nc73335171,2/3/2020,10:39:58 AM,40.4341667,-124.6501667,3.16,Minor,Felt by many people; no damage,"33km WNW of Petrolia, CA"
pr2020037018,2/6/2020,1:10:00 PM,17.8811,-66.8435,3.16,Minor,Felt by many people; no damage,"7km S of Indios, Puerto Rico"
pr2020038019,2/7/2020,4:18:23 PM,17.9236,-67.0251,3.16,Minor,Felt by many people; no damage,"9km S of La Parguera, Puerto Rico"
pr2020039037,2/8/2020,4:41:07 PM,17.8126,-66.8621,3.16,Minor,Felt by many people; no damage,"18km SSE of Guanica, Puerto Rico"
pr2020040022,2/9/2020,10:13:29 AM,17.7943,-66.8805,3.16,Minor,Felt by many people; no damage,"19km S of Guanica, Puerto Rico"
pr2020042004,2/11/2020,3:43:14 AM,17.8511,-66.8318,3.16,Minor,Felt by many people; no damage,"15km SSE of Guanica, Puerto Rico"
pr2020045024,2/14/2020,12:41:59 PM,17.9238,-66.8335,3.16,Minor,Felt by many people; no damage,"1km ESE of Yauco, Puerto Rico"
pr2020047020,2/16/2020,11:15:59 AM,17.8498,-66.8903,3.16,Minor,Felt by many people; no damage,"6km SSE of Guanica, Puerto Rico"
pr2020057011,2/26/2020,7:33:50 AM,17.9648,-66.7193,3.16,Minor,Felt by many people; no damage,"3km S of Tallaboa, Puerto Rico"
hv71362617,2/1/2020,1:48:40 PM,19.334,-155.1336667,3.17,Minor,Felt by many people; no damage,"16km SE of Volcano, Hawaii"
pr2020033016,2/2/2020,10:59:09 AM,18.0083,-66.7295,3.17,Minor,Felt by many people; no damage,"0km SE of Penuelas, Puerto Rico"
pr2020033022,2/2/2020,12:36:19 PM,18.9428,-67.6321,3.17,Minor,Felt by many people; no damage,"89km NE of Punta Cana, Dominican Republic"
pr2020040005,2/9/2020,3:25:11 AM,17.9133,-66.6761,3.17,Minor,Felt by many people; no damage,"8km SSE of Tallaboa, Puerto Rico"
pr2020042011,2/11/2020,10:13:41 AM,17.9491,-66.85,3.18,Minor,Felt by many people; no damage,"1km SSW of Indios, Puerto Rico"
ci39077911,2/20/2020,8:53:20 AM,35.627,-117.4735,3.18,Minor,Felt by many people; no damage,"17km SSW of Searles Valley, CA"
pr2020055038,2/24/2020,10:51:20 PM,17.8581,-66.863,3.18,Minor,Felt by many people; no damage,"17km SSE of Guanica, Puerto Rico"
pr2020055008,2/24/2020,4:41:46 AM,17.9121,-66.986,3.18,Minor,Felt by many people; no damage,"9km SE of La Parguera, Puerto Rico"
pr2020057014,2/26/2020,8:40:37 AM,17.9116,-66.9393,3.18,Minor,Felt by many people; no damage,"7km SSW of Guanica, Puerto Rico"
pr2020036032,2/5/2020,1:31:56 PM,19.1261,-67.1726,3.19,Minor,Felt by many people; no damage,"77km N of Isabela, Puerto Rico"
pr2020032026,2/1/2020,3:52:46 PM,18.0161,-66.7461,3.20,Minor,Felt by many people; no damage,"2km E of Magas Arriba, Puerto Rico"
ak0201h5lfq0,2/1/2020,2:10:55 PM,63.1925,-150.7144,3.20,Minor,Felt by many people; no damage,"92km WSW of Cantwell, Alaska"
us60007mk2,2/2/2020,5:04:18 AM,55.7643,-161.8235,3.20,Minor,Felt by many people; no damage,"85km NE of Cold Bay, Alaska"
us70007t9e,2/3/2020,2:12:24 AM,54.3758,-161.3457,3.20,Minor,Felt by many people; no damage,"119km SSW of Sand Point, Alaska"
ak0201nklqs2,2/5/2020,2:11:09 AM,69.5765,-144.7372,3.20,Minor,Felt by many people; no damage,"69km SW of Kaktovik, Alaska"
